Fondsposition per,"02.Feb.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"PNR","PENTAIR","Industrie","Aktien","1.638.359,28","0,02","1.638.359,28","15.528,00","105,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRU","TRANSUNION","Industrie","Aktien","1.634.690,12","0,02","1.634.690,12","21.172,00","77,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9766","KONAMI GROUP CORP","Kommunikation","Aktien","1.630.493,01","0,02","1.630.493,01","11.900,00","137,02","Japan","Tokyo Stock Exchange","JPY"
"CDW","CDW CORP","IT","Aktien","1.618.350,80","0,02","1.618.350,80","12.760,00","126,83","Vereinigte Staaten","NASDAQ","USD"
"FRES","FRESNILLO PLC","Materialien","Aktien","1.614.237,23","0,02","1.614.237,23","32.294,00","49,99","Vereinigtes Königreich","London Stock Exchange","GBP"
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","1.610.961,66","0,02","1.610.961,66","22.257,00","72,38","Vereinigte Staaten","NASDAQ","USD"
"DPZ","DOMINOS PIZZA INC","Zyklische Konsumgüter ","Aktien","1.610.280,70","0,02","1.610.280,70","3.935,00","409,22","Vereinigte Staaten","NASDAQ","USD"
"HNR1","HANNOVER RUECK","Financials","Aktien","1.601.925,04","0,02","1.601.925,04","5.563,00","287,96","Deutschland","Xetra","EUR"
"BALL","BALL CORP","Materialien","Aktien","1.599.735,11","0,02","1.599.735,11","28.219,00","56,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HLMA","HALMA PLC","IT","Aktien","1.597.291,81","0,02","1.597.291,81","32.980,00","48,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"WPC","W. P. CAREY REIT INC","Immobilien","Aktien","1.594.866,99","0,02","1.594.866,99","23.327,00","68,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AGI","ALAMOS GOLD INC CLASS A","Materialien","Aktien","1.593.695,57","0,02","1.593.695,57","43.347,00","36,77","Kanada","Toronto Stock Exchange","CAD"
"TXT","TEXTRON INC","Industrie","Aktien","1.589.476,68","0,02","1.589.476,68","18.153,00","87,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IAG","IA FINANCIAL INC","Financials","Aktien","1.589.842,39","0,02","1.589.842,39","12.860,00","123,63","Kanada","Toronto Stock Exchange","CAD"
"TOU","TOURMALINE OIL CORP","Energie","Aktien","1.588.087,48","0,02","1.588.087,48","35.362,00","44,91","Kanada","Toronto Stock Exchange","CAD"
"WN","GEORGE WESTON LTD","Nichtzyklische Konsumgüter","Aktien","1.586.099,80","0,02","1.586.099,80","22.377,00","70,88","Kanada","Toronto Stock Exchange","CAD"
"ENTG","ENTEGRIS INC","IT","Aktien","1.581.915,20","0,02","1.581.915,20","13.240,00","119,48","Vereinigte Staaten","NASDAQ","USD"
"8601","DAIWA SECURITIES GROUP INC","Financials","Aktien","1.580.696,96","0,02","1.580.696,96","170.000,00","9,30","Japan","Tokyo Stock Exchange","JPY"
"MKC","MCCORMICK & CO NON-VOTING INC","Nichtzyklische Konsumgüter","Aktien","1.576.868,80","0,02","1.576.868,80","25.808,00","61,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CRWV","COREWEAVE INC CLASS A","IT","Aktien","1.574.682,70","0,02","1.574.682,70","17.705,00","88,94","Vereinigte Staaten","NASDAQ","USD"
"SMCI","SUPER MICRO COMPUTER INC","IT","Aktien","1.574.778,55","0,02","1.574.778,55","53.005,00","29,71","Vereinigte Staaten","NASDAQ","USD"
"TYL","TYLER TECHNOLOGIES INC","IT","Aktien","1.570.181,76","0,02","1.570.181,76","4.327,00","362,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SGRO","SEGRO REIT PLC","Immobilien","Aktien","1.568.975,64","0,02","1.568.975,64","151.451,00","10,36","Vereinigtes Königreich","London Stock Exchange","GBP"
"BBD.B","BOMBARDIER INC CLASS B","Industrie","Aktien","1.566.376,86","0,02","1.566.376,86","9.060,00","172,89","Kanada","Toronto Stock Exchange","CAD"
"MG","MAGNA INTERNATIONAL INC","Zyklische Konsumgüter ","Aktien","1.566.528,48","0,02","1.566.528,48","30.554,00","51,27","Kanada","Toronto Stock Exchange","CAD"
"AVY","AVERY DENNISON CORP","Materialien","Aktien","1.553.969,54","0,02","1.553.969,54","8.306,00","187,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","1.552.248,70","0,02","1.552.248,70","21.565,00","71,98","Vereinigte Staaten","NASDAQ","USD"
"STMN","STRAUMANN HOLDING AG","Gesundheitsversorgung","Aktien","1.529.663,56","0,02","1.529.663,56","12.807,00","119,44","Schweiz","SIX Swiss Exchange","CHF"
"NBIX","NEUROCRINE BIOSCIENCES INC","Gesundheitsversorgung","Aktien","1.523.013,58","0,02","1.523.013,58","11.066,00","137,63","Vereinigte Staaten","NASDAQ","USD"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aktien","1.519.569,99","0,02","1.519.569,99","244.964,00","6,20","Vereinigtes Königreich","London Stock Exchange","GBP"
"CLNX","CELLNEX TELECOM SA","Kommunikation","Aktien","1.518.701,66","0,02","1.518.701,66","49.554,00","30,65","Spanien","Bolsa De Madrid","EUR"
"METSO","METSO CORPORATION","Industrie","Aktien","1.517.105,07","0,02","1.517.105,07","77.973,00","19,46","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","1.516.139,35","0,02","1.516.139,35","18.799,00","80,65","Vereinigte Staaten","NASDAQ","USD"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","1.513.336,65","0,02","1.513.336,65","17.338,00","87,28","Deutschland","Xetra","EUR"
"ALLE","ALLEGION PLC","Industrie","Aktien","1.512.025,20","0,02","1.512.025,20","9.135,00","165,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"1802","OBAYASHI CORP","Industrie","Aktien","1.512.188,85","0,02","1.512.188,85","66.500,00","22,74","Japan","Tokyo Stock Exchange","JPY"
"TIH","TOROMONT INDUSTRIES LTD","Industrie","Aktien","1.510.984,84","0,02","1.510.984,84","11.826,00","127,77","Kanada","Toronto Stock Exchange","CAD"
"LUN","LUNDIN MINING CORP","Materialien","Aktien","1.509.775,39","0,02","1.509.775,39","59.849,00","25,23","Kanada","Toronto Stock Exchange","CAD"
"CARL B","CARLSBERG AS CL B","Nichtzyklische Konsumgüter","Aktien","1.509.833,65","0,02","1.509.833,65","10.884,00","138,72","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SUN","SUNCORP GROUP LTD","Financials","Aktien","1.499.995,94","0,02","1.499.995,94","128.207,00","11,70","Australien","Asx - All Markets","AUD"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","1.499.422,70","0,02","1.499.422,70","22.753,00","65,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GEN","GEN DIGITAL INC","IT","Aktien","1.495.034,97","0,02","1.495.034,97","62.843,00","23,79","Vereinigte Staaten","NASDAQ","USD"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Immobilien","Aktien","1.493.179,99","0,02","1.493.179,99","13.491,00","110,68","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"1605","INPEX CORP","Energie","Aktien","1.490.757,03","0,02","1.490.757,03","69.400,00","21,48","Japan","Tokyo Stock Exchange","JPY"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","IT","Aktien","1.487.166,00","0,02","1.487.166,00","7.662,00","194,10","Niederlande","Euronext Amsterdam","EUR"
"XRO","XERO LTD","IT","Aktien","1.484.979,70","0,02","1.484.979,70","22.827,00","65,05","Australien","Asx - All Markets","AUD"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","1.484.321,62","0,02","1.484.321,62","87.102,00","17,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"S32","SOUTH32 LTD","Materialien","Aktien","1.482.349,25","0,02","1.482.349,25","483.003,00","3,07","Australien","Asx - All Markets","AUD"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Versorger","Aktien","1.477.239,78","0,02","1.477.239,78","137.816,00","10,72","Italien","Borsa Italiana","EUR"
"GGG","GRACO INC","Industrie","Aktien","1.474.696,16","0,02","1.474.696,16","16.667,00","88,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Aktien","1.473.683,18","0,02","1.473.683,18","279.999,00","5,26","Australien","Asx - All Markets","AUD"
"CNA","CENTRICA PLC","Versorger","Aktien","1.473.971,89","0,02","1.473.971,89","563.782,00","2,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"MAS","MASCO CORP","Industrie","Aktien","1.462.609,47","0,02","1.462.609,47","21.971,00","66,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6361","EBARA CORP","Industrie","Aktien","1.456.046,25","0,02","1.456.046,25","47.500,00","30,65","Japan","Tokyo Stock Exchange","JPY"
"RO","ROCHE HOLDING AG","Gesundheitsversorgung","Aktien","1.453.155,76","0,02","1.453.155,76","3.136,00","463,38","Schweiz","SIX Swiss Exchange","CHF"
"IEX","IDEX CORP","Industrie","Aktien","1.451.366,84","0,02","1.451.366,84","7.322,00","198,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PST","POSTE ITALIANE","Financials","Aktien","1.450.986,28","0,02","1.450.986,28","54.374,00","26,69","Italien","Borsa Italiana","EUR"
"TOST","TOAST INC CLASS A","Financials","Aktien","1.447.902,72","0,02","1.447.902,72","45.936,00","31,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STO","SANTOS LTD","Energie","Aktien","1.444.197,81","0,02","1.444.197,81","306.774,00","4,71","Australien","Asx - All Markets","AUD"
"SCG","SCENTRE GROUP","Immobilien","Aktien","1.443.323,74","0,02","1.443.323,74","514.522,00","2,81","Australien","Asx - All Markets","AUD"
"2502","ASAHI GROUP HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","1.437.087,20","0,02","1.437.087,20","135.300,00","10,62","Japan","Tokyo Stock Exchange","JPY"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash und/oder Derivate","Cash Collateral and Margins","1.429.450,00","0,02","1.429.450,00","1.429.450,00","100,00","Vereinigte Staaten","-","USD"
"SCHP","SCHINDLER HOLDING PAR AG","Industrie","Aktien","1.425.165,23","0,02","1.425.165,23","3.662,00","389,18","Schweiz","SIX Swiss Exchange","CHF"
"SUI","SUN COMMUNITIES REIT INC","Immobilien","Aktien","1.420.720,65","0,02","1.420.720,65","11.289,00","125,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Zyklische Konsumgüter ","Aktien","1.420.097,32","0,02","1.420.097,32","243.500,00","5,83","Japan","Tokyo Stock Exchange","JPY"
"OMC","OMNICOM GROUP INC","Kommunikation","Aktien","1.419.752,08","0,02","1.419.752,08","18.554,00","76,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"1928","SEKISUI HOUSE LTD","Zyklische Konsumgüter ","Aktien","1.417.106,15","0,02","1.417.106,15","64.000,00","22,14","Japan","Tokyo Stock Exchange","JPY"
"PINS","PINTEREST INC CLASS A","Kommunikation","Aktien","1.415.722,00","0,02","1.415.722,00","64.351,00","22,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Versorger","Aktien","1.412.797,41","0,02","1.412.797,41","280.914,00","5,03","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"SOON","SONOVA HOLDING AG","Gesundheitsversorgung","Aktien","1.412.725,77","0,02","1.412.725,77","5.281,00","267,51","Schweiz","SIX Swiss Exchange","CHF"
"CSL","CARLISLE COMPANIES INC","Industrie","Aktien","1.406.550,60","0,02","1.406.550,60","4.095,00","343,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INF","INFORMA PLC","Kommunikation","Aktien","1.402.279,56","0,02","1.402.279,56","116.272,00","12,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"EQH","EQUITABLE HOLDINGS INC","Financials","Aktien","1.397.077,00","0,02","1.397.077,00","29.884,00","46,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HUBS","HUBSPOT INC","IT","Aktien","1.393.595,10","0,02","1.393.595,10","5.085,00","274,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DSFIR","DSM FIRMENICH AG","Materialien","Aktien","1.387.349,65","0,02","1.387.349,65","17.602,00","78,82","Niederlande","Euronext Amsterdam","EUR"
"OKTA","OKTA INC CLASS A","IT","Aktien","1.386.549,29","0,02","1.386.549,29","15.733,00","88,13","Vereinigte Staaten","NASDAQ","USD"
"4507","SHIONOGI LTD","Gesundheitsversorgung","Aktien","1.386.611,21","0,02","1.386.611,21","67.100,00","20,66","Japan","Tokyo Stock Exchange","JPY"
"NVMI","NOVA LTD","IT","Aktien","1.386.311,61","0,02","1.386.311,61","3.021,00","458,89","Israel","Tel Aviv Stock Exchange","ILS"
"UPM","UPM-KYMMENE","Materialien","Aktien","1.385.296,99","0,02","1.385.296,99","49.948,00","27,73","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"RPM","RPM INTERNATIONAL INC","Materialien","Aktien","1.381.933,54","0,02","1.381.933,54","12.854,00","107,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HEI","HEICO CORP","Industrie","Aktien","1.378.546,74","0,02","1.378.546,74","4.149,00","332,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9532","OSAKA GAS LTD","Versorger","Aktien","1.372.526,10","0,02","1.372.526,10","36.400,00","37,71","Japan","Tokyo Stock Exchange","JPY"
"CLX","CLOROX","Nichtzyklische Konsumgüter","Aktien","1.372.395,06","0,02","1.372.395,06","12.114,00","113,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7270","SUBARU CORP","Zyklische Konsumgüter ","Aktien","1.355.141,16","0,02","1.355.141,16","63.200,00","21,44","Japan","Tokyo Stock Exchange","JPY"
"CF","CF INDUSTRIES HOLDINGS INC","Materialien","Aktien","1.353.170,08","0,02","1.353.170,08","15.062,00","89,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKS","MARKS AND SPENCER GROUP PLC","Nichtzyklische Konsumgüter","Aktien","1.352.689,50","0,02","1.352.689,50","268.275,00","5,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"CG","CARLYLE GROUP INC","Financials","Aktien","1.350.373,92","0,02","1.350.373,92","22.372,00","60,36","Vereinigte Staaten","NASDAQ","USD"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrie","Aktien","1.347.510,78","0,02","1.347.510,78","305.558,00","4,41","Singapur","NASDAQ","USD"
"TLS","TELSTRA GROUP LTD","Kommunikation","Aktien","1.346.435,51","0,02","1.346.435,51","394.935,00","3,41","Australien","Asx - All Markets","AUD"
"TTD","TRADE DESK INC CLASS A","Kommunikation","Aktien","1.345.890,00","0,02","1.345.890,00","45.240,00","29,75","Vereinigte Staaten","NASDAQ","USD"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Industrie","Aktien","1.343.311,39","0,02","1.343.311,39","16.000,00","83,96","Japan","Tokyo Stock Exchange","JPY"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Aktien","1.343.312,46","0,02","1.343.312,46","7.497,00","179,18","Vereinigte Staaten","NASDAQ","USD"
"KOG","KONGSBERG GRUPPEN","Industrie","Aktien","1.342.490,00","0,02","1.342.490,00","39.555,00","33,94","Norwegen","Oslo Bors Asa","NOK"
"9101","NIPPON YUSEN","Industrie","Aktien","1.341.348,32","0,02","1.341.348,32","40.800,00","32,88","Japan","Tokyo Stock Exchange","JPY"
"DOC","HEALTHPEAK PROPERTIES INC","Immobilien","Aktien","1.339.641,00","0,02","1.339.641,00","79.175,00","16,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SY1","SYMRISE AG","Materialien","Aktien","1.338.540,82","0,02","1.338.540,82","16.230,00","82,47","Deutschland","Xetra","EUR"
"7733","OLYMPUS CORP","Gesundheitsversorgung","Aktien","1.337.458,17","0,02","1.337.458,17","111.700,00","11,97","Japan","Tokyo Stock Exchange","JPY"
"1801","TAISEI CORP","Industrie","Aktien","1.337.594,35","0,02","1.337.594,35","13.200,00","101,33","Japan","Tokyo Stock Exchange","JPY"
"ARX","ARC RESOURCES LTD","Energie","Aktien","1.327.618,10","0,02","1.327.618,10","73.003,00","18,19","Kanada","Toronto Stock Exchange","CAD"
"ORSTED","ORSTED A/S","Versorger","Aktien","1.319.750,69","0,02","1.319.750,69","58.229,00","22,66","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","1.316.714,64","0,02","1.316.714,64","91,00","14.469,39","Schweiz","SIX Swiss Exchange","CHF"
"MONC","MONCLER","Zyklische Konsumgüter ","Aktien","1.316.822,88","0,02","1.316.822,88","22.874,00","57,57","Italien","Borsa Italiana","EUR"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materialien","Aktien","1.309.766,25","0,01","1.309.766,25","26.065,00","50,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GDDY","GODADDY INC CLASS A","IT","Aktien","1.308.390,08","0,01","1.308.390,08","13.063,00","100,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EG","EVEREST GROUP LTD","Financials","Aktien","1.301.826,24","0,01","1.301.826,24","3.924,00","331,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BN4","KEPPEL LTD","Industrie","Aktien","1.300.855,94","0,01","1.300.855,94","154.100,00","8,44","Singapur","Singapore Exchange","SGD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Aktien","1.296.838,90","0,01","1.296.838,90","57.535,00","22,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WSO","WATSCO INC","Industrie","Aktien","1.286.638,08","0,01","1.286.638,08","3.328,00","386,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"Z","ZILLOW GROUP INC CLASS C","Immobilien","Aktien","1.286.161,44","0,01","1.286.161,44","20.572,00","62,52","Vereinigte Staaten","NASDAQ","USD"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","1.283.673,11","0,01","1.283.673,11","14.534,00","88,32","Irland","Irish Stock Exchange - All Market","EUR"
"KRZ","KERRY GROUP PLC","Nichtzyklische Konsumgüter","Aktien","1.282.426,87","0,01","1.282.426,87","14.647,00","87,56","Irland","Irish Stock Exchange - All Market","EUR"
"GWO","GREAT WEST LIFECO INC","Financials","Aktien","1.267.638,06","0,01","1.267.638,06","27.073,00","46,82","Kanada","Toronto Stock Exchange","CAD"
"7202","ISUZU MOTORS LTD","Zyklische Konsumgüter ","Aktien","1.264.262,73","0,01","1.264.262,73","77.700,00","16,27","Japan","Tokyo Stock Exchange","JPY"
"ACM","AECOM","Industrie","Aktien","1.260.659,82","0,01","1.260.659,82","13.022,00","96,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SRG","SNAM","Versorger","Aktien","1.258.901,09","0,01","1.258.901,09","185.281,00","6,79","Italien","Borsa Italiana","EUR"
"S68","SINGAPORE EXCHANGE LTD","Financials","Aktien","1.257.585,30","0,01","1.257.585,30","91.200,00","13,79","Singapur","Singapore Exchange","SGD"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aktien","1.255.048,79","0,01","1.255.048,79","29.440,00","42,63","Kanada","Toronto Stock Exchange","CAD"
"DKS","DICKS SPORTING INC","Zyklische Konsumgüter ","Aktien","1.254.946,00","0,01","1.254.946,00","6.182,00","203,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Aktien","1.251.235,44","0,01","1.251.235,44","12.168,00","102,83","Vereinigte Staaten","NASDAQ","USD"
"27","GALAXY ENTERTAINMENT GROUP LTD","Zyklische Konsumgüter ","Aktien","1.247.347,16","0,01","1.247.347,16","241.000,00","5,18","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ORG","ORIGIN ENERGY LTD","Versorger","Aktien","1.240.494,39","0,01","1.240.494,39","152.697,00","8,12","Australien","Asx - All Markets","AUD"
"9104","MITSUI OSK LINES LTD","Industrie","Aktien","1.237.881,48","0,01","1.237.881,48","39.200,00","31,58","Japan","Tokyo Stock Exchange","JPY"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Gesundheitsversorgung","Aktien","1.234.814,33","0,01","1.234.814,33","53.273,00","23,18","Neuseeland","New Zealand Exchange Ltd","NZD"
"7259","AISIN CORP","Zyklische Konsumgüter ","Aktien","1.231.406,46","0,01","1.231.406,46","70.400,00","17,49","Japan","Tokyo Stock Exchange","JPY"
"MAERSK B","A P MOLLER MAERSK B","Industrie","Aktien","1.230.678,45","0,01","1.230.678,45","491,00","2.506,47","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Kommunikation","Aktien","1.231.067,48","0,01","1.231.067,48","33.444,00","36,81","Kanada","Toronto Stock Exchange","CAD"
"NHY","NORSK HYDRO","Materialien","Aktien","1.229.125,14","0,01","1.229.125,14","138.773,00","8,86","Norwegen","Oslo Bors Asa","NOK"
"ERF","EUROFINS SCIENTIFIC","Gesundheitsversorgung","Aktien","1.225.615,39","0,01","1.225.615,39","15.357,00","79,81","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SMIN","SMITHS GROUP PLC","Industrie","Aktien","1.221.919,54","0,01","1.221.919,54","35.413,00","34,50","Vereinigtes Königreich","London Stock Exchange","GBP"
"ATRL","ATKINSREALIS GROUP INC","Industrie","Aktien","1.220.873,21","0,01","1.220.873,21","17.080,00","71,48","Kanada","Toronto Stock Exchange","CAD"
"6594","NIDEC CORP","Industrie","Aktien","1.215.076,28","0,01","1.215.076,28","83.000,00","14,64","Japan","Tokyo Stock Exchange","JPY"
"5713","SUMITOMO METAL MINING LTD","Materialien","Aktien","1.214.291,31","0,01","1.214.291,31","22.800,00","53,26","Japan","Tokyo Stock Exchange","JPY"
